Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Gender_encoded,Category_encoded,Size_encoded,Color_encoded,Season_encoded,Subscription Status_encoded,Shipping Type_encoded,Discount Applied_encoded,Promo Code Used_encoded,Payment Method_encoded,Frequency of Purchases_encoded
1519,68.0,Male,Belt,Accessories,73.0,New York,M,Yellow,Winter,4.1,No,Next Day Air,Yes,Yes,14.0,Venmo,Fortnightly,1,0,1,24,3,0,3,1,1,5,3
1520,50.0,Male,Sunglasses,Accessories,73.0,Texas,L,Cyan,Fall,4.9,No,Next Day Air,Yes,Yes,40.0,PayPal,Weekly,1,0,0,5,0,0,3,1,1,4,6
1521,21.0,Male,Hat,Accessories,66.0,Iowa,M,Brown,Summer,4.4,No,2-Day Shipping,Yes,Yes,39.0,Cash,Quarterly,1,0,1,3,2,0,0,1,1,1,5
1522,29.0,Male,Backpack,Accessories,59.0,Washington,M,White,Summer,2.7,No,2-Day Shipping,Yes,Yes,50.0,Bank Transfer,Weekly,1,0,1,23,2,0,0,1,1,0,6
1523,38.0,Male,Shorts,Clothing,72.0,Tennessee,L,Yellow,Spring,4.8,No,Free Shipping,Yes,Yes,5.0,Debit Card,Monthly,1,1,0,24,1,0,2,1,1,3,4
1524,54.0,Male,Socks,Clothing,88.0,Georgia,M,White,Summer,3.3,No,2-Day Shipping,Yes,Yes,35.0,Debit Card,Annually,1,1,1,23,2,0,0,1,1,3,0
1525,22.0,Male,Socks,Clothing,76.0,Massachusetts,L,Pink,Summer,4.4,No,Free Shipping,Yes,Yes,6.0,Cash,Bi-Weekly,1,1,0,16,2,0,2,1,1,1,1
1526,29.0,Male,Belt,Accessories,31.0,Oregon,M,Indigo,Winter,4.6,No,2-Day Shipping,Yes,Yes,22.0,Cash,Fortnightly,1,0,1,9,3,0,0,1,1,1,3
1527,41.0,Male,Jacket,Outerwear,22.0,Oklahoma,L,White,Summer,3.1,No,Next Day Air,Yes,Yes,27.0,PayPal,Monthly,1,3,0,23,2,0,3,1,1,4,4
1528,26.0,Male,Hat,Accessories,75.0,Wisconsin,L,Red,Fall,4.5,No,2-Day Shipping,Yes,Yes,33.0,Debit Card,Fortnightly,1,0,0,18,0,0,0,1,1,3,3
1529,69.0,Male,T-shirt,Clothing,75.0,Oregon,S,Red,Spring,4.0,No,Store Pickup,Yes,Yes,47.0,Venmo,Bi-Weekly,1,1,2,18,1,0,5,1,1,5,1
1530,20.0,Male,Backpack,Accessories,63.0,Georgia,M,Lavender,Winter,3.1,No,Free Shipping,Yes,Yes,48.0,Credit Card,Bi-Weekly,1,0,1,10,3,0,2,1,1,2,1
1531,59.0,Male,Coat,Outerwear,21.0,New Mexico,M,Teal,Spring,3.9,No,Next Day Air,Yes,Yes,22.0,Bank Transfer,Quarterly,1,3,1,20,1,0,3,1,1,0,5
1532,63.0,Male,Backpack,Accessories,83.0,Mississippi,S,Violet,Spring,4.5,No,Next Day Air,Yes,Yes,8.0,PayPal,Bi-Weekly,1,0,2,22,1,0,3,1,1,4,1
1533,68.0,Male,Jacket,Outerwear,46.0,Wisconsin,S,Silver,Winter,4.4,No,Next Day Air,Yes,Yes,5.0,PayPal,Every 3 Months,1,3,2,19,3,0,3,1,1,4,2
1534,50.0,Male,Shoes,Footwear,59.0,New Hampshire,M,Gold,Summer,3.6,No,2-Day Shipping,Yes,Yes,16.0,Bank Transfer,Quarterly,1,2,1,6,2,0,0,1,1,0,5
1535,55.0,Male,Blouse,Clothing,66.0,Wyoming,M,Green,Summer,3.4,No,Free Shipping,Yes,Yes,26.0,Venmo,Fortnightly,1,1,1,8,2,0,2,1,1,5,3
1536,36.0,Male,Sandals,Footwear,74.0,West Virginia,S,Turquoise,Fall,4.0,No,2-Day Shipping,Yes,Yes,8.0,Venmo,Monthly,1,2,2,21,0,0,0,1,1,5,4
1537,18.0,Male,Sunglasses,Accessories,82.0,Michigan,M,Indigo,Summer,2.6,No,Store Pickup,Yes,Yes,17.0,Cash,Quarterly,1,0,1,9,2,0,5,1,1,1,5
1538,68.0,Male,Shoes,Footwear,89.0,Alaska,L,Black,Spring,3.2,No,Next Day Air,Yes,Yes,50.0,Venmo,Annually,1,2,0,1,1,0,3,1,1,5,0
1539,56.0,Male,Dress,Clothing,65.0,Illinois,L,Charcoal,Fall,3.2,No,Standard,Yes,Yes,22.0,Venmo,Bi-Weekly,1,1,0,4,0,0,4,1,1,5,1
1540,32.0,Male,Belt,Accessories,55.0,Hawaii,M,Turquoise,Spring,5.0,No,2-Day Shipping,Yes,Yes,19.0,Cash,Every 3 Months,1,0,1,21,1,0,0,1,1,1,2
1541,28.0,Male,Shorts,Clothing,95.0,Colorado,M,Red,Winter,2.9,No,Next Day Air,Yes,Yes,14.0,Bank Transfer,Monthly,1,1,1,18,3,0,3,1,1,0,4
1542,24.0,Male,Handbag,Accessories,77.0,Illinois,S,Indigo,Winter,2.9,No,Store Pickup,Yes,Yes,35.0,Cash,Bi-Weekly,1,0,2,9,3,0,5,1,1,1,1
1543,59.0,Male,Blouse,Clothing,44.0,Hawaii,M,Maroon,Winter,3.5,No,Next Day Air,Yes,Yes,43.0,PayPal,Weekly,1,1,1,12,3,0,3,1,1,4,6
1544,56.0,Male,Jeans,Clothing,89.0,Wisconsin,M,Indigo,Fall,4.0,No,Standard,Yes,Yes,24.0,Venmo,Annually,1,1,1,9,0,0,4,1,1,5,0
1545,30.0,Male,Jewelry,Accessories,24.0,Arkansas,M,Maroon,Spring,3.9,No,Standard,Yes,Yes,17.0,Debit Card,Bi-Weekly,1,0,1,12,1,0,4,1,1,3,1
1546,48.0,Male,Belt,Accessories,43.0,Delaware,M,Black,Winter,4.9,No,Store Pickup,Yes,Yes,49.0,Bank Transfer,Annually,1,0,1,1,3,0,5,1,1,0,0
1547,60.0,Male,Sneakers,Footwear,51.0,Oregon,XL,Purple,Summer,3.8,No,Express,Yes,Yes,17.0,Bank Transfer,Annually,1,2,3,17,2,0,1,1,1,0,0
1548,46.0,Male,Hat,Accessories,46.0,South Carolina,L,Teal,Summer,3.5,No,Standard,Yes,Yes,40.0,Cash,Quarterly,1,0,0,20,2,0,4,1,1,1,5
1549,69.0,Male,Dress,Clothing,32.0,Maryland,M,Silver,Summer,3.7,No,Store Pickup,Yes,Yes,43.0,Bank Transfer,Weekly,1,1,1,19,2,0,5,1,1,0,6
1550,19.0,Male,Sneakers,Footwear,55.0,Kansas,M,Black,Spring,2.9,No,2-Day Shipping,Yes,Yes,19.0,Debit Card,Every 3 Months,1,2,1,1,1,0,0,1,1,3,2
1551,66.0,Male,Sunglasses,Accessories,26.0,Arkansas,S,Black,Summer,2.8,No,Free Shipping,Yes,Yes,40.0,Bank Transfer,Quarterly,1,0,2,1,2,0,2,1,1,0,5
1552,64.0,Male,Handbag,Accessories,29.0,Minnesota,M,Olive,Summer,3.7,No,2-Day Shipping,Yes,Yes,13.0,Credit Card,Monthly,1,0,1,13,2,0,0,1,1,2,4
1553,54.0,Male,Blouse,Clothing,49.0,New Mexico,L,Purple,Spring,3.0,No,Express,Yes,Yes,20.0,Credit Card,Monthly,1,1,0,17,1,0,1,1,1,2,4
1554,27.0,Male,Blouse,Clothing,45.0,Delaware,M,Indigo,Spring,4.8,No,Free Shipping,Yes,Yes,21.0,Debit Card,Quarterly,1,1,1,9,1,0,2,1,1,3,5
1555,64.0,Male,Shorts,Clothing,48.0,Utah,S,Lavender,Winter,2.7,No,Standard,Yes,Yes,18.0,Cash,Bi-Weekly,1,1,2,10,3,0,4,1,1,1,1
1556,43.0,Male,Shorts,Clothing,47.0,Ohio,S,Cyan,Winter,4.5,No,Free Shipping,Yes,Yes,44.0,Cash,Quarterly,1,1,2,5,3,0,2,1,1,1,5
1557,43.0,Male,Hoodie,Clothing,57.0,Alabama,M,Gold,Fall,2.7,No,Standard,Yes,Yes,26.0,Credit Card,Quarterly,1,1,1,6,0,0,4,1,1,2,5
1558,27.0,Male,Backpack,Accessories,34.0,South Dakota,L,Magenta,Fall,3.5,No,Next Day Air,Yes,Yes,34.0,PayPal,Quarterly,1,0,0,11,0,0,3,1,1,4,5
1559,35.0,Male,Sunglasses,Accessories,75.0,New Mexico,XL,Teal,Fall,3.5,No,Express,Yes,Yes,24.0,Credit Card,Every 3 Months,1,0,3,20,0,0,1,1,1,2,2
1560,43.0,Male,Scarf,Accessories,94.0,Oregon,L,Beige,Fall,4.5,No,Store Pickup,Yes,Yes,23.0,PayPal,Fortnightly,1,0,0,0,0,0,5,1,1,4,3
1561,57.0,Male,Hat,Accessories,84.0,Oregon,M,Teal,Winter,3.8,No,Free Shipping,Yes,Yes,3.0,Debit Card,Weekly,1,0,1,20,3,0,2,1,1,3,6
1562,50.0,Male,Scarf,Accessories,38.0,Mississippi,M,Indigo,Summer,3.8,No,Standard,Yes,Yes,2.0,Bank Transfer,Quarterly,1,0,1,9,2,0,4,1,1,0,5
1563,37.0,Male,Scarf,Accessories,75.0,Alabama,M,Purple,Winter,3.2,No,Next Day Air,Yes,Yes,23.0,Venmo,Bi-Weekly,1,0,1,17,3,0,3,1,1,5,1
1564,68.0,Male,Pants,Clothing,44.0,Kansas,M,Teal,Fall,4.3,No,Next Day Air,Yes,Yes,8.0,Cash,Weekly,1,1,1,20,0,0,3,1,1,1,6
1565,22.0,Male,Backpack,Accessories,33.0,California,XL,Turquoise,Summer,4.5,No,Next Day Air,Yes,Yes,30.0,Debit Card,Every 3 Months,1,0,3,21,2,0,3,1,1,3,2
1566,58.0,Male,Sunglasses,Accessories,93.0,Idaho,L,Peach,Fall,4.2,No,Free Shipping,Yes,Yes,48.0,PayPal,Annually,1,0,0,15,0,0,2,1,1,4,0
1567,48.0,Male,Sneakers,Footwear,99.0,Wyoming,S,Green,Winter,3.0,No,Free Shipping,Yes,Yes,21.0,Cash,Bi-Weekly,1,2,2,8,3,0,2,1,1,1,1
1568,30.0,Male,Backpack,Accessories,33.0,Minnesota,M,Turquoise,Spring,4.1,No,Standard,Yes,Yes,9.0,Cash,Monthly,1,0,1,21,1,0,4,1,1,1,4
1569,51.0,Male,Sneakers,Footwear,76.0,Washington,L,Yellow,Spring,4.6,No,Store Pickup,Yes,Yes,8.0,Debit Card,Monthly,1,2,0,24,1,0,5,1,1,3,4
1570,20.0,Male,Skirt,Clothing,63.0,Hawaii,M,Orange,Summer,2.9,No,Standard,Yes,Yes,29.0,Debit Card,Weekly,1,1,1,14,2,0,4,1,1,3,6
1571,30.0,Male,Pants,Clothing,41.0,Missouri,L,Brown,Winter,4.8,No,Next Day Air,Yes,Yes,3.0,Bank Transfer,Every 3 Months,1,1,0,3,3,0,3,1,1,0,2
1572,28.0,Male,Jewelry,Accessories,88.0,Colorado,L,Silver,Winter,4.5,No,Next Day Air,Yes,Yes,11.0,Bank Transfer,Fortnightly,1,0,0,19,3,0,3,1,1,0,3
1573,37.0,Male,Skirt,Clothing,92.0,Washington,L,White,Summer,3.4,No,2-Day Shipping,Yes,Yes,16.0,Debit Card,Monthly,1,1,0,23,2,0,0,1,1,3,4
1574,36.0,Male,T-shirt,Clothing,31.0,North Dakota,L,Indigo,Summer,4.3,No,2-Day Shipping,Yes,Yes,25.0,Debit Card,Weekly,1,1,0,9,2,0,0,1,1,3,6
1575,18.0,Male,Skirt,Clothing,25.0,Minnesota,S,Magenta,Spring,4.2,No,Free Shipping,Yes,Yes,32.0,PayPal,Bi-Weekly,1,1,2,11,1,0,2,1,1,4,1
1576,52.0,Male,Shirt,Clothing,28.0,California,M,Turquoise,Spring,3.6,No,Next Day Air,Yes,Yes,28.0,Cash,Fortnightly,1,1,1,21,1,0,3,1,1,1,3
1577,56.0,Male,Dress,Clothing,75.0,Michigan,M,White,Spring,3.7,No,2-Day Shipping,Yes,Yes,36.0,PayPal,Monthly,1,1,1,23,1,0,0,1,1,4,4
1578,68.0,Male,Boots,Footwear,34.0,Delaware,S,Olive,Spring,4.0,No,Standard,Yes,Yes,7.0,Venmo,Fortnightly,1,2,2,13,1,0,4,1,1,5,3
1579,62.0,Male,Pants,Clothing,97.0,California,S,Maroon,Winter,4.9,No,2-Day Shipping,Yes,Yes,2.0,PayPal,Quarterly,1,1,2,12,3,0,0,1,1,4,5
1580,35.0,Male,Jacket,Outerwear,80.0,Oklahoma,M,Violet,Summer,3.1,No,Free Shipping,Yes,Yes,6.0,Bank Transfer,Monthly,1,3,1,22,2,0,2,1,1,0,4
1581,65.0,Male,Sneakers,Footwear,71.0,North Dakota,L,Cyan,Summer,3.7,No,Standard,Yes,Yes,30.0,Cash,Annually,1,2,0,5,2,0,4,1,1,1,0
1582,69.0,Male,Jewelry,Accessories,77.0,Ohio,L,Teal,Fall,4.2,No,Free Shipping,Yes,Yes,46.0,Cash,Quarterly,1,0,0,20,0,0,2,1,1,1,5
1583,28.0,Male,Belt,Accessories,41.0,Hawaii,L,Red,Spring,2.5,No,Next Day Air,Yes,Yes,39.0,Cash,Monthly,1,0,0,18,1,0,3,1,1,1,4
1584,37.0,Male,Scarf,Accessories,92.0,Maryland,XL,Yellow,Summer,4.3,No,Next Day Air,Yes,Yes,8.0,Venmo,Annually,1,0,3,24,2,0,3,1,1,5,0
1585,41.0,Male,Blouse,Clothing,95.0,Hawaii,S,Silver,Spring,3.1,No,Store Pickup,Yes,Yes,46.0,Credit Card,Quarterly,1,1,2,19,1,0,5,1,1,2,5
1586,37.0,Male,Sweater,Clothing,25.0,Alabama,M,Charcoal,Fall,3.0,No,Next Day Air,Yes,Yes,40.0,Debit Card,Fortnightly,1,1,1,4,0,0,3,1,1,3,3
1587,25.0,Male,Boots,Footwear,77.0,Oklahoma,M,Purple,Fall,4.0,No,Express,Yes,Yes,21.0,Bank Transfer,Weekly,1,2,1,17,0,0,1,1,1,0,6
1588,41.0,Male,Socks,Clothing,99.0,Alabama,M,Beige,Summer,3.5,No,Free Shipping,Yes,Yes,33.0,Credit Card,Fortnightly,1,1,1,0,2,0,2,1,1,2,3
1589,48.0,Male,Belt,Accessories,24.0,Vermont,L,Cyan,Winter,3.2,No,Next Day Air,Yes,Yes,3.0,Venmo,Monthly,1,0,0,5,3,0,3,1,1,5,4
1590,42.0,Male,Sneakers,Footwear,72.0,Ohio,M,Silver,Summer,2.7,No,Store Pickup,Yes,Yes,48.0,Cash,Weekly,1,2,1,19,2,0,5,1,1,1,6
1591,54.0,Male,Jeans,Clothing,80.0,Wisconsin,S,Pink,Winter,3.0,No,Free Shipping,Yes,Yes,8.0,PayPal,Annually,1,1,2,16,3,0,2,1,1,4,0
1592,18.0,Male,Skirt,Clothing,99.0,South Dakota,L,Gold,Winter,2.9,No,Next Day Air,Yes,Yes,24.0,PayPal,Annually,1,1,0,6,3,0,3,1,1,4,0
1593,56.0,Male,Shoes,Footwear,83.0,Iowa,M,Cyan,Summer,3.3,No,Free Shipping,Yes,Yes,10.0,Bank Transfer,Every 3 Months,1,2,1,5,2,0,2,1,1,0,2
1594,61.0,Male,Dress,Clothing,95.0,Maryland,M,Black,Spring,4.9,No,2-Day Shipping,Yes,Yes,25.0,Bank Transfer,Monthly,1,1,1,1,1,0,0,1,1,0,4
1595,40.0,Male,Handbag,Accessories,41.0,Colorado,XL,Charcoal,Summer,3.7,No,Store Pickup,Yes,Yes,3.0,Cash,Fortnightly,1,0,3,4,2,0,5,1,1,1,3
1596,34.0,Male,Backpack,Accessories,35.0,Wisconsin,S,Magenta,Spring,3.5,No,Standard,Yes,Yes,45.0,Debit Card,Fortnightly,1,0,2,11,1,0,4,1,1,3,3
1597,42.0,Male,Jewelry,Accessories,30.0,Mississippi,S,Pink,Fall,4.7,No,Store Pickup,Yes,Yes,15.0,Debit Card,Monthly,1,0,2,16,0,0,5,1,1,3,4
1598,43.0,Male,Hat,Accessories,21.0,Mississippi,XL,Maroon,Winter,2.6,No,Store Pickup,Yes,Yes,34.0,Bank Transfer,Quarterly,1,0,3,12,3,0,5,1,1,0,5
1599,47.0,Male,Jewelry,Accessories,85.0,California,M,Teal,Fall,4.1,No,Express,Yes,Yes,21.0,Venmo,Bi-Weekly,1,0,1,20,0,0,1,1,1,5,1
1600,48.0,Male,Shirt,Clothing,54.0,Delaware,M,Orange,Winter,2.8,No,2-Day Shipping,Yes,Yes,22.0,Debit Card,Bi-Weekly,1,1,1,14,3,0,0,1,1,3,1
1601,20.0,Male,Boots,Footwear,26.0,Montana,S,Yellow,Spring,4.7,No,Next Day Air,Yes,Yes,24.0,PayPal,Weekly,1,2,2,24,1,0,3,1,1,4,6
1602,65.0,Male,Shirt,Clothing,59.0,Indiana,XL,Red,Spring,2.9,No,Store Pickup,Yes,Yes,33.0,Credit Card,Monthly,1,1,3,18,1,0,5,1,1,2,4
1603,54.0,Male,Sunglasses,Accessories,48.0,West Virginia,S,Charcoal,Winter,2.8,No,Free Shipping,Yes,Yes,13.0,Venmo,Fortnightly,1,0,2,4,3,0,2,1,1,5,3
1604,23.0,Male,Shorts,Clothing,98.0,Iowa,L,Black,Summer,4.3,No,Next Day Air,Yes,Yes,17.0,Debit Card,Bi-Weekly,1,1,0,1,2,0,3,1,1,3,1
1605,18.0,Male,Sweater,Clothing,92.0,Maine,M,White,Summer,4.8,No,2-Day Shipping,Yes,Yes,25.0,Credit Card,Every 3 Months,1,1,1,23,2,0,0,1,1,2,2
1606,70.0,Male,Belt,Accessories,46.0,Connecticut,M,Lavender,Winter,3.4,No,Next Day Air,Yes,Yes,15.0,Credit Card,Bi-Weekly,1,0,1,10,3,0,3,1,1,2,1
1607,55.0,Male,T-shirt,Clothing,21.0,Kansas,S,White,Spring,4.3,No,Standard,Yes,Yes,4.0,PayPal,Fortnightly,1,1,2,23,1,0,4,1,1,4,3
1608,49.0,Male,Shorts,Clothing,72.0,Vermont,S,Gray,Fall,2.7,No,Free Shipping,Yes,Yes,43.0,Debit Card,Quarterly,1,1,2,7,0,0,2,1,1,3,5
1609,26.0,Male,Sandals,Footwear,58.0,Nebraska,XL,Cyan,Fall,4.6,No,Next Day Air,Yes,Yes,12.0,Bank Transfer,Bi-Weekly,1,2,3,5,0,0,3,1,1,0,1
1610,33.0,Male,Shirt,Clothing,93.0,Nevada,S,Brown,Fall,4.1,No,Standard,Yes,Yes,3.0,Venmo,Monthly,1,1,2,3,0,0,4,1,1,5,4
1611,20.0,Male,Socks,Clothing,31.0,Tennessee,L,Purple,Spring,3.4,No,2-Day Shipping,Yes,Yes,1.0,PayPal,Annually,1,1,0,17,1,0,0,1,1,4,0
1612,41.0,Male,Pants,Clothing,26.0,Arkansas,L,Yellow,Winter,4.5,No,Next Day Air,Yes,Yes,6.0,Debit Card,Monthly,1,1,0,24,3,0,3,1,1,3,4
1613,18.0,Male,Skirt,Clothing,68.0,Wisconsin,M,Indigo,Summer,4.4,No,Standard,Yes,Yes,26.0,Venmo,Monthly,1,1,1,9,2,0,4,1,1,5,4
1614,26.0,Male,Jewelry,Accessories,31.0,Illinois,S,Black,Summer,4.0,No,Next Day Air,Yes,Yes,6.0,Credit Card,Fortnightly,1,0,2,1,2,0,3,1,1,2,3
1615,30.0,Male,T-shirt,Clothing,41.0,Kansas,S,Gray,Summer,3.4,No,Free Shipping,Yes,Yes,22.0,Cash,Bi-Weekly,1,1,2,7,2,0,2,1,1,1,1
1616,64.0,Male,Jewelry,Accessories,62.0,New York,M,Indigo,Fall,3.2,No,Standard,Yes,Yes,45.0,Cash,Bi-Weekly,1,0,1,9,0,0,4,1,1,1,1
1617,26.0,Male,Hat,Accessories,41.0,Colorado,M,Green,Spring,3.4,No,Standard,Yes,Yes,50.0,Cash,Quarterly,1,0,1,8,1,0,4,1,1,1,5
1618,43.0,Male,Blouse,Clothing,64.0,Wisconsin,M,Peach,Winter,4.3,No,Standard,Yes,Yes,50.0,Credit Card,Fortnightly,1,1,1,15,3,0,4,1,1,2,3
1619,63.0,Male,Sandals,Footwear,72.0,Michigan,L,Purple,Summer,5.0,No,Standard,Yes,Yes,39.0,Debit Card,Quarterly,1,2,0,17,2,0,4,1,1,3,5
1620,57.0,Male,Handbag,Accessories,78.0,Hawaii,L,Beige,Winter,3.5,No,Store Pickup,Yes,Yes,50.0,Venmo,Bi-Weekly,1,0,0,0,3,0,5,1,1,5,1
1621,25.0,Male,Hat,Accessories,47.0,Virginia,M,Charcoal,Winter,3.1,No,2-Day Shipping,Yes,Yes,27.0,PayPal,Every 3 Months,1,0,1,4,3,0,0,1,1,4,2
1622,68.0,Male,Scarf,Accessories,46.0,Ohio,L,Gray,Summer,3.9,No,2-Day Shipping,Yes,Yes,38.0,Debit Card,Fortnightly,1,0,0,7,2,0,0,1,1,3,3
1623,31.0,Male,Shorts,Clothing,43.0,Missouri,S,Brown,Winter,4.0,No,Store Pickup,Yes,Yes,37.0,Bank Transfer,Every 3 Months,1,1,2,3,3,0,5,1,1,0,2
1624,64.0,Male,Backpack,Accessories,58.0,Indiana,M,Cyan,Summer,3.5,No,Next Day Air,Yes,Yes,50.0,Debit Card,Annually,1,0,1,5,2,0,3,1,1,3,0
1625,38.0,Male,Sweater,Clothing,32.0,Florida,M,White,Winter,3.6,No,Free Shipping,Yes,Yes,40.0,PayPal,Every 3 Months,1,1,1,23,3,0,2,1,1,4,2
1626,34.0,Male,Skirt,Clothing,45.0,Minnesota,L,Beige,Winter,3.0,No,Next Day Air,Yes,Yes,3.0,PayPal,Bi-Weekly,1,1,0,0,3,0,3,1,1,4,1
1627,32.0,Male,Sneakers,Footwear,35.0,Nevada,L,Orange,Summer,2.6,No,Next Day Air,Yes,Yes,45.0,Credit Card,Bi-Weekly,1,2,0,14,2,0,3,1,1,2,1
1628,69.0,Male,Sunglasses,Accessories,21.0,Maine,M,Olive,Winter,2.9,No,Next Day Air,Yes,Yes,8.0,Credit Card,Annually,1,0,1,13,3,0,3,1,1,2,0
1629,45.0,Male,Dress,Clothing,64.0,Massachusetts,S,Teal,Winter,3.1,No,Next Day Air,Yes,Yes,7.0,Cash,Monthly,1,1,2,20,3,0,3,1,1,1,4
1630,35.0,Male,Blouse,Clothing,88.0,North Dakota,S,Silver,Spring,3.3,No,Next Day Air,Yes,Yes,13.0,Venmo,Quarterly,1,1,2,19,1,0,3,1,1,5,5
1631,63.0,Male,Shoes,Footwear,48.0,New Jersey,M,Gold,Summer,2.9,No,Store Pickup,Yes,Yes,29.0,Venmo,Every 3 Months,1,2,1,6,2,0,5,1,1,5,2
1632,65.0,Male,Sweater,Clothing,36.0,Indiana,L,Violet,Summer,3.9,No,2-Day Shipping,Yes,Yes,7.0,Bank Transfer,Fortnightly,1,1,0,22,2,0,0,1,1,0,3
1633,35.0,Male,Gloves,Accessories,28.0,Oregon,S,White,Summer,4.7,No,2-Day Shipping,Yes,Yes,50.0,Debit Card,Every 3 Months,1,0,2,23,2,0,0,1,1,3,2
1634,54.0,Male,Socks,Clothing,80.0,North Dakota,M,Peach,Spring,4.4,No,2-Day Shipping,Yes,Yes,33.0,Debit Card,Bi-Weekly,1,1,1,15,1,0,0,1,1,3,1
1635,28.0,Male,Coat,Outerwear,23.0,South Carolina,S,Orange,Summer,3.6,No,Store Pickup,Yes,Yes,30.0,Cash,Every 3 Months,1,3,2,14,2,0,5,1,1,1,2
1636,68.0,Male,Sunglasses,Accessories,24.0,North Carolina,L,Violet,Summer,3.2,No,Standard,Yes,Yes,40.0,Cash,Annually,1,0,0,22,2,0,4,1,1,1,0
1637,58.0,Male,Boots,Footwear,22.0,North Dakota,L,Green,Fall,4.0,No,Free Shipping,Yes,Yes,49.0,Cash,Fortnightly,1,2,0,8,0,0,2,1,1,1,3
1638,35.0,Male,Dress,Clothing,21.0,Massachusetts,M,Peach,Spring,3.5,No,Next Day Air,Yes,Yes,32.0,Venmo,Fortnightly,1,1,1,15,1,0,3,1,1,5,3
1639,68.0,Male,Jacket,Outerwear,51.0,Tennessee,M,Black,Spring,4.6,No,Free Shipping,Yes,Yes,18.0,Venmo,Weekly,1,3,1,1,1,0,2,1,1,5,6
1640,41.0,Male,Gloves,Accessories,65.0,Missouri,L,Blue,Summer,3.3,No,Free Shipping,Yes,Yes,50.0,PayPal,Annually,1,0,0,2,2,0,2,1,1,4,0
1641,65.0,Male,Scarf,Accessories,51.0,Tennessee,S,Magenta,Spring,4.0,No,2-Day Shipping,Yes,Yes,13.0,PayPal,Weekly,1,0,2,11,1,0,0,1,1,4,6
1642,50.0,Male,Hoodie,Clothing,32.0,Colorado,L,Violet,Summer,3.4,No,Free Shipping,Yes,Yes,1.0,Bank Transfer,Every 3 Months,1,1,0,22,2,0,2,1,1,0,2
1643,18.0,Male,Coat,Outerwear,70.0,Mississippi,M,Beige,Spring,4.2,No,Store Pickup,Yes,Yes,16.0,PayPal,Fortnightly,1,3,1,0,1,0,5,1,1,4,3
1644,38.0,Male,Scarf,Accessories,77.0,Ohio,L,Pink,Summer,3.9,No,2-Day Shipping,Yes,Yes,6.0,PayPal,Monthly,1,0,0,16,2,0,0,1,1,4,4
1645,68.0,Male,Coat,Outerwear,90.0,North Carolina,S,Beige,Summer,3.9,No,Next Day Air,Yes,Yes,21.0,Debit Card,Monthly,1,3,2,0,2,0,3,1,1,3,4
1646,53.0,Male,Scarf,Accessories,36.0,Ohio,L,Green,Summer,2.8,No,Standard,Yes,Yes,36.0,Venmo,Every 3 Months,1,0,0,8,2,0,4,1,1,5,2
1647,58.0,Male,Handbag,Accessories,77.0,Nebraska,S,Silver,Summer,3.7,No,Standard,Yes,Yes,20.0,Bank Transfer,Every 3 Months,1,0,2,19,2,0,4,1,1,0,2
1648,34.0,Male,Boots,Footwear,78.0,Hawaii,M,Purple,Summer,4.9,No,Store Pickup,Yes,Yes,8.0,Debit Card,Quarterly,1,2,1,17,2,0,5,1,1,3,5
1649,36.0,Male,Pants,Clothing,69.0,Oklahoma,M,Gray,Summer,2.6,No,Express,Yes,Yes,22.0,Credit Card,Monthly,1,1,1,7,2,0,1,1,1,2,4
1650,58.0,Male,T-shirt,Clothing,63.0,Wisconsin,M,White,Summer,4.9,No,Free Shipping,Yes,Yes,3.0,Credit Card,Quarterly,1,1,1,23,2,0,2,1,1,2,5
1651,60.0,Male,Scarf,Accessories,36.0,Arkansas,M,Silver,Winter,3.4,No,Next Day Air,Yes,Yes,46.0,Credit Card,Fortnightly,1,0,1,19,3,0,3,1,1,2,3
1652,59.0,Male,Coat,Outerwear,80.0,Texas,M,Blue,Winter,3.9,No,Standard,Yes,Yes,42.0,Debit Card,Monthly,1,3,1,2,3,0,4,1,1,3,4
1653,65.0,Male,Sweater,Clothing,35.0,New Mexico,M,Orange,Summer,4.0,No,Next Day Air,Yes,Yes,1.0,Bank Transfer,Fortnightly,1,1,1,14,2,0,3,1,1,0,3
1654,31.0,Male,Belt,Accessories,93.0,Colorado,L,Silver,Winter,3.0,No,2-Day Shipping,Yes,Yes,29.0,Debit Card,Bi-Weekly,1,0,0,19,3,0,0,1,1,3,1
1655,43.0,Male,Belt,Accessories,25.0,Indiana,L,Gray,Spring,2.6,No,Store Pickup,Yes,Yes,14.0,Credit Card,Quarterly,1,0,0,7,1,0,5,1,1,2,5
1656,37.0,Male,Sweater,Clothing,81.0,Arizona,L,Gold,Spring,3.2,No,Next Day Air,Yes,Yes,4.0,PayPal,Monthly,1,1,0,6,1,0,3,1,1,4,4
1657,21.0,Male,Blouse,Clothing,42.0,Indiana,L,Brown,Spring,2.6,No,2-Day Shipping,Yes,Yes,41.0,PayPal,Every 3 Months,1,1,0,3,1,0,0,1,1,4,2
1658,69.0,Male,Skirt,Clothing,36.0,Indiana,L,Turquoise,Spring,3.2,No,Store Pickup,Yes,Yes,4.0,Debit Card,Bi-Weekly,1,1,0,21,1,0,5,1,1,3,1
