user_id,recency,frequency,involvement_diversity,monetary,behavior_cluster,behavior_cluster_label
142,47,3.0,0.0,45.528145142415674,0,Low-Value Loyal
1420,41,3.0,0.0,74.97946862977552,0,Low-Value Loyal
1421,40,3.0,0.0,53.392156540359565,0,Low-Value Loyal
1422,39,0.0,1.0,98.79262601521346,4,VIP Explorer
1423,38,0.0,1.0,27.06369161768116,1,Regular
1424,37,0.0,1.0,60.08205393925036,4,VIP Explorer
1425,36,0.0,1.0,23.330159575025842,1,Regular
1426,35,0.0,1.0,39.92721875069335,1,Regular
1427,34,3.0,0.0,37.50846504419729,0,Low-Value Loyal
1428,33,0.0,1.0,89.6549713548945,4,VIP Explorer
1429,32,0.0,1.0,97.5246258742218,4,VIP Explorer
143,17,0.0,1.0,56.75196799849764,1,Regular
1430,31,3.0,0.0,37.66697145744637,0,Low-Value Loyal
1431,30,3.0,0.0,29.705424822781435,0,Low-Value Loyal
1432,29,0.0,1.0,88.20166380670618,4,VIP Explorer
1433,28,0.0,1.0,31.931288469432143,1,Regular
1434,350,0.0,1.0,60.99447710984336,3,At-Risk High-Value
1435,319,0.0,1.0,63.633635140859646,3,At-Risk High-Value
1436,291,0.0,1.0,94.85948552519022,3,At-Risk High-Value
1437,260,3.0,0.0,82.67136250265624,2,Regular
1438,230,0.0,1.0,97.23440293215621,3,At-Risk High-Value
1439,199,0.0,1.0,37.44457875481755,5,Regular
144,45,0.0,1.0,48.256139130407234,1,Regular
1440,169,3.0,0.0,48.88575216307103,2,Regular
1441,138,3.0,0.0,75.74059192096085,0,Low-Value Loyal
1442,107,0.0,1.0,25.41441198198723,1,Regular
1443,77,0.0,1.0,91.19873190849593,4,VIP Explorer
1444,46,0.0,1.0,46.26246294386291,1,Regular
1445,16,0.0,1.0,36.23710192100475,1,Regular
1446,15,0.0,1.0,51.78357927515276,1,Regular
1447,14,3.0,0.0,35.42874905168381,0,Low-Value Loyal
1448,13,0.0,1.0,56.055168863857155,1,Regular
1449,12,0.0,1.0,94.04605575997054,4,VIP Explorer
145,44,0.0,1.0,43.986495978050414,1,Regular
1450,11,3.0,0.0,41.561023003640706,0,Low-Value Loyal
1451,10,3.0,0.0,44.99637045044252,0,Low-Value Loyal
1452,9,0.0,1.0,34.15180412652966,1,Regular
1453,8,0.0,1.0,24.769144593706443,1,Regular
1454,7,0.0,1.0,93.7782623602604,4,VIP Explorer
1455,6,0.0,1.0,49.686921532647325,1,Regular
1456,5,0.0,1.0,79.58944879591469,4,VIP Explorer
1457,4,3.0,0.0,98.25388905085721,0,Low-Value Loyal
1458,3,0.0,1.0,57.26000046190524,1,Regular
1459,2,0.0,1.0,27.01117792668344,1,Regular
146,43,0.0,1.0,94.9736162781017,4,VIP Explorer
1460,1,3.0,0.0,35.08114212241983,0,Low-Value Loyal
1461,0,3.0,0.0,84.78895795451236,0,Low-Value Loyal
1462,361,0.0,1.0,94.93395899184584,3,At-Risk High-Value
1463,364,0.0,1.0,89.86185763695994,3,At-Risk High-Value
1464,363,0.0,1.0,48.92546142223764,5,Regular
1465,362,3.0,0.0,92.28724296722982,2,Regular
1466,361,0.0,1.0,71.62928689435103,3,At-Risk High-Value
1467,360,0.0,1.0,71.49519216624586,3,At-Risk High-Value
1468,329,0.0,1.0,26.935520821217676,5,Regular
1469,301,0.0,1.0,39.16128487254611,5,Regular
147,42,3.0,0.0,29.992240912489663,0,Low-Value Loyal
1470,270,0.0,1.0,98.9934459935784,3,At-Risk High-Value
1471,240,3.0,0.0,25.44862685694814,2,Regular
1472,209,0.0,1.0,70.44856667192886,3,At-Risk High-Value
1473,179,0.0,1.0,23.47907328907533,5,Regular
1474,148,3.0,0.0,63.2372438287774,0,Low-Value Loyal
1475,117,3.0,0.0,72.1439369546667,0,Low-Value Loyal
1476,87,0.0,1.0,61.57551727442132,4,VIP Explorer
1477,56,0.0,1.0,56.589117876983074,1,Regular
1478,26,0.0,1.0,31.215193868941004,1,Regular
1479,348,0.0,1.0,23.595274691409628,5,Regular
148,41,0.0,1.0,64.54117298249666,4,VIP Explorer
1480,347,0.0,1.0,98.19857148635408,3,At-Risk High-Value
1481,346,3.0,0.0,74.76028821447117,2,Regular
1482,345,0.0,1.0,33.22530340095975,5,Regular
1483,344,0.0,1.0,66.64202582353487,3,At-Risk High-Value
1484,343,3.0,0.0,61.33773655747058,2,Regular
1485,342,3.0,0.0,46.263214041347304,2,Regular
1486,341,0.0,1.0,56.04221065800152,5,Regular
1487,340,0.0,1.0,73.70681397166489,3,At-Risk High-Value
1488,339,0.0,1.0,43.99531804897749,5,Regular
1489,338,0.0,1.0,43.2872191271987,5,Regular
149,40,0.0,1.0,90.26833158744807,4,VIP Explorer
1490,337,0.0,1.0,25.362783574576184,5,Regular
1491,336,3.0,0.0,51.214221129345255,2,Regular
1492,335,0.0,1.0,53.90062502583246,5,Regular
1493,334,0.0,1.0,38.189191669991466,5,Regular
1494,333,3.0,0.0,44.33161697216594,2,Regular
1495,332,3.0,0.0,75.14619163859417,2,Regular
1496,331,0.0,1.0,23.142951590597548,5,Regular
1497,330,0.0,1.0,98.67071968672498,3,At-Risk High-Value
1498,359,0.0,1.0,33.747559563191835,5,Regular
1499,328,0.0,1.0,31.335544627362122,5,Regular
15,65,0.0,1.0,52.6781078135088,1,Regular
150,39,0.0,1.0,75.93140144708899,4,VIP Explorer
1500,79,0.0,1.0,84.24052998473753,4,VIP Explorer
1501,48,3.0,0.0,69.52206609742575,0,Low-Value Loyal
1502,18,0.0,1.0,54.8353937027108,1,Regular
1503,76,0.0,1.0,66.08749886171985,4,VIP Explorer
1504,75,3.0,0.0,29.82986618824461,0,Low-Value Loyal
1505,74,3.0,0.0,79.81254510196966,0,Low-Value Loyal
1506,73,0.0,1.0,20.154980907133165,1,Regular
1507,72,0.0,1.0,29.770833026106605,1,Regular
1508,71,0.0,1.0,86.08844857324941,4,VIP Explorer
1509,70,0.0,1.0,83.79573712692508,4,VIP Explorer
151,38,0.0,1.0,95.96259301830715,4,VIP Explorer
1510,69,0.0,1.0,55.24231275465666,1,Regular
1511,68,3.0,0.0,29.88088478028118,0,Low-Value Loyal
1512,67,0.0,1.0,90.72538962000016,4,VIP Explorer
1513,66,0.0,1.0,22.327063075898128,1,Regular
1514,65,3.0,0.0,35.54523929187382,0,Low-Value Loyal
1515,64,0.0,1.0,90.12686553480764,4,VIP Explorer
1516,63,0.0,1.0,93.59931507773088,4,VIP Explorer
1517,62,3.0,0.0,67.74702670557839,0,Low-Value Loyal
1518,61,0.0,1.0,40.36299931703155,1,Regular
1519,60,0.0,1.0,73.43447882931882,4,VIP Explorer
152,37,0.0,1.0,47.22530439353912,1,Regular
1520,59,0.0,1.0,72.95730506224015,4,VIP Explorer
1521,58,0.0,1.0,65.70402372975504,4,VIP Explorer
1522,351,0.0,1.0,57.52599165963565,5,Regular
1523,320,3.0,0.0,72.48237180107971,2,Regular
1524,292,0.0,1.0,88.27910446654273,3,At-Risk High-Value
1525,261,0.0,1.0,75.50024152500171,3,At-Risk High-Value
1526,231,3.0,0.0,31.25528085453672,2,Regular
1527,200,3.0,0.0,22.276230784146197,2,Regular
1528,170,0.0,1.0,75.03321184988097,4,VIP Explorer
1529,139,0.0,1.0,74.48088108903453,4,VIP Explorer
153,36,3.0,0.0,85.37026502567659,0,Low-Value Loyal
1530,108,0.0,1.0,62.80927641726038,4,VIP Explorer
1531,78,0.0,1.0,20.787728031671207,1,Regular
1532,47,3.0,0.0,82.4097402137453,0,Low-Value Loyal
1533,17,0.0,1.0,46.404171199942084,1,Regular
1534,45,0.0,1.0,58.36512035245752,1,Regular
1535,44,0.0,1.0,66.77811915316826,4,VIP Explorer
1536,43,0.0,1.0,74.1491503836781,4,VIP Explorer
1537,42,0.0,1.0,82.52576129187177,4,VIP Explorer
1538,41,3.0,0.0,89.40465306542889,0,Low-Value Loyal
1539,40,0.0,1.0,64.93913335067326,4,VIP Explorer
154,35,0.0,1.0,55.090120778806146,1,Regular
1540,39,0.0,1.0,55.00946173270811,1,Regular
1541,38,3.0,0.0,94.72922380121118,0,Low-Value Loyal
1542,37,3.0,0.0,76.49268798967626,0,Low-Value Loyal
1543,36,0.0,1.0,43.44603112066391,1,Regular
1544,35,0.0,1.0,88.64204028398409,4,VIP Explorer
1545,34,0.0,1.0,23.836544440918445,1,Regular
1546,33,0.0,1.0,43.17992080017583,1,Regular
1547,32,0.0,1.0,50.446885745959264,1,Regular
1548,31,3.0,0.0,46.57588493684013,0,Low-Value Loyal
1549,30,0.0,1.0,31.688192928383135,1,Regular
155,34,0.0,1.0,97.74907901433487,4,VIP Explorer
1550,29,0.0,1.0,53.98719816143106,1,Regular
1551,28,3.0,0.0,26.589406088343583,0,Low-Value Loyal
1552,350,3.0,0.0,28.796292508517386,2,Regular
1553,319,0.0,1.0,49.913310999058496,5,Regular
1554,291,0.0,1.0,44.62701058074706,5,Regular
1555,260,0.0,1.0,47.290239350245166,5,Regular
1556,230,0.0,1.0,48.259213684368724,5,Regular
1557,199,3.0,0.0,57.02186690970904,2,Regular
1558,169,0.0,1.0,33.58767682234235,1,Regular
1559,138,0.0,1.0,74.57998727072727,4,VIP Explorer
156,33,3.0,0.0,77.0342848060875,0,Low-Value Loyal
1560,107,0.0,1.0,93.46638409789853,4,VIP Explorer
1561,77,0.0,1.0,84.7060061160886,4,VIP Explorer
1562,46,0.0,1.0,37.90216139040627,1,Regular
1563,16,3.0,0.0,75.22371975465512,0,Low-Value Loyal
1564,15,0.0,1.0,43.41706683146244,1,Regular
1565,14,0.0,1.0,32.255603222867975,1,Regular
1566,13,3.0,0.0,93.53220644360931,0,Low-Value Loyal
1567,12,3.0,0.0,99.82170514701738,0,Low-Value Loyal
1568,11,0.0,1.0,32.9409915594826,1,Regular
1569,10,0.0,1.0,76.02035048251255,4,VIP Explorer
157,32,3.0,0.0,26.326206429459138,0,Low-Value Loyal
1570,9,0.0,1.0,63.08152602856351,4,VIP Explorer
1571,8,0.0,1.0,41.21059719205578,1,Regular
1572,7,0.0,1.0,89.10628741836983,4,VIP Explorer
1573,6,3.0,0.0,92.39031308000476,0,Low-Value Loyal
1574,5,0.0,1.0,30.87727870581482,1,Regular
1575,4,0.0,1.0,25.557040903839134,1,Regular
1576,3,3.0,0.0,29.12386505002098,0,Low-Value Loyal
1577,2,3.0,0.0,74.95998234587019,0,Low-Value Loyal
1578,1,3.0,0.0,34.12078323999891,0,Low-Value Loyal
1579,0,0.0,1.0,97.40625926535604,4,VIP Explorer
158,31,0.0,1.0,67.79688732669109,4,VIP Explorer
1580,361,0.0,1.0,80.0602910805044,3,At-Risk High-Value
1581,364,0.0,1.0,72.4334204469774,3,At-Risk High-Value
1582,363,0.0,1.0,77.0889595499571,3,At-Risk High-Value
1583,362,0.0,1.0,41.63413608519516,5,Regular
1584,361,3.0,0.0,92.0124488800128,2,Regular
1585,360,0.0,1.0,94.19258019222754,3,At-Risk High-Value
1586,329,0.0,1.0,25.2804261309057,5,Regular
1587,301,3.0,0.0,76.84311703472052,2,Regular
1588,270,3.0,0.0,99.06244400590941,2,Regular
1589,240,3.0,0.0,24.263386449845907,2,Regular
159,30,0.0,1.0,72.43862045439147,4,VIP Explorer
1590,209,0.0,1.0,70.93539877145331,3,At-Risk High-Value
1591,179,0.0,1.0,79.34908147183832,3,At-Risk High-Value
1592,148,0.0,1.0,99.11683116193821,4,VIP Explorer
1593,117,0.0,1.0,82.42517476232364,4,VIP Explorer
1594,87,0.0,1.0,96.4172901945012,4,VIP Explorer
1595,56,3.0,0.0,41.66612585039331,0,Low-Value Loyal
1596,26,0.0,1.0,34.730300930453026,1,Regular
1597,348,0.0,1.0,29.697676117781466,5,Regular
1598,347,3.0,0.0,21.269590935221945,2,Regular
1599,346,3.0,0.0,83.50780544951509,2,Regular
16,64,0.0,1.0,81.11940627539745,4,VIP Explorer
160,29,0.0,1.0,26.835051783887483,1,Regular
1600,345,0.0,1.0,55.475996919279105,5,Regular
1601,344,0.0,1.0,26.00730324566746,5,Regular
1602,343,0.0,1.0,59.10697691947521,5,Regular
1603,342,0.0,1.0,47.89587605478871,5,Regular
1604,341,0.0,1.0,97.03145747145918,3,At-Risk High-Value
1605,340,3.0,0.0,92.56866765455136,2,Regular
1606,339,0.0,1.0,46.6432986066327,5,Regular
1607,338,0.0,1.0,21.06479654095397,5,Regular
1608,337,3.0,0.0,70.51848601940907,2,Regular
1609,79,3.0,0.0,57.981786733114916,0,Low-Value Loyal
161,28,0.0,1.0,23.895226384227573,1,Regular
1610,48,0.0,1.0,93.14962180213415,4,VIP Explorer
1611,18,0.0,1.0,31.160292508449988,1,Regular
1612,76,0.0,1.0,25.829634030771487,1,Regular
1613,75,0.0,1.0,68.67581726679187,4,VIP Explorer
1614,74,0.0,1.0,31.150035533257164,1,Regular
1615,73,3.0,0.0,41.09490340143714,0,Low-Value Loyal
1616,72,0.0,1.0,60.668875961978195,4,VIP Explorer
1617,71,0.0,1.0,41.438385529433454,1,Regular
1618,70,0.0,1.0,65.21386881089828,4,VIP Explorer
1619,69,0.0,1.0,71.11047879551127,4,VIP Explorer
162,350,0.0,1.0,49.398186000257574,5,Regular
1620,68,0.0,1.0,77.47436122753045,4,VIP Explorer
1621,67,2.0,1.0,47.143816372601066,0,Low-Value Loyal
1622,66,0.0,1.0,45.23814744635964,1,Regular
1623,65,0.0,1.0,43.1078805565375,1,Regular
1624,64,3.0,0.0,57.41823438054414,0,Low-Value Loyal
1625,63,3.0,0.0,32.05062524208076,0,Low-Value Loyal
1626,62,3.0,0.0,45.28162790079023,0,Low-Value Loyal
1627,61,0.0,1.0,35.50403803638355,1,Regular
1628,60,0.0,1.0,20.673082964668346,1,Regular
1629,59,0.0,1.0,63.75460552916805,4,VIP Explorer
163,319,3.0,0.0,73.71469822429526,2,Regular
1630,58,0.0,1.0,87.7078724569534,4,VIP Explorer
1631,351,0.0,1.0,48.124184687570875,5,Regular
1632,320,3.0,0.0,35.664199166558596,2,Regular
1633,292,0.0,1.0,28.74573377566915,5,Regular
1634,261,0.0,1.0,80.27644613094078,3,At-Risk High-Value
1635,231,3.0,0.0,22.93346717980293,2,Regular
1636,200,3.0,0.0,25.00910852874934,2,Regular
1637,170,0.0,1.0,21.551380413755677,1,Regular
1638,139,0.0,1.0,20.348723891743152,1,Regular
1639,108,0.0,1.0,50.57698096109939,1,Regular
164,291,0.0,1.0,66.83609228997716,3,At-Risk High-Value
1640,78,0.0,1.0,65.14550531135022,4,VIP Explorer
1641,47,0.0,1.0,51.13485753882426,1,Regular
1642,17,3.0,0.0,32.805024328431934,0,Low-Value Loyal
1643,45,0.0,1.0,70.24151921717856,4,VIP Explorer
1644,44,0.0,1.0,77.01188759489442,4,VIP Explorer
1645,43,3.0,0.0,90.19030471202255,0,Low-Value Loyal
1646,42,3.0,0.0,34.965858916118634,0,Low-Value Loyal
1647,41,0.0,1.0,77.83949024814314,4,VIP Explorer
1648,40,0.0,1.0,77.47080236197094,4,VIP Explorer
1649,39,0.0,1.0,69.41050549244545,4,VIP Explorer
165,260,0.0,1.0,65.00222598100463,3,At-Risk High-Value
1650,38,0.0,1.0,62.9877667637058,4,VIP Explorer
1651,37,0.0,1.0,35.413150632901605,1,Regular
1652,36,3.0,0.0,80.68840022449889,0,Low-Value Loyal
1653,35,0.0,1.0,34.83937922149901,1,Regular
1654,34,0.0,1.0,92.77958571780646,4,VIP Explorer
1655,33,3.0,0.0,25.256226497409028,0,Low-Value Loyal
1656,32,3.0,0.0,80.70002532799019,0,Low-Value Loyal
1657,31,0.0,1.0,41.78002383957311,1,Regular
1658,30,0.0,1.0,36.206692478749524,1,Regular
1659,29,0.0,1.0,65.81670609842399,4,VIP Explorer
166,230,3.0,0.0,59.703262518470865,2,Regular
1660,28,0.0,1.0,37.224110973282194,1,Regular
1661,350,0.0,1.0,43.8407666473339,5,Regular
1662,319,3.0,0.0,85.9180687656596,2,Regular
1663,291,0.0,1.0,24.45738275680773,5,Regular
1664,260,0.0,1.0,21.941224048906278,5,Regular
1665,230,3.0,0.0,52.78223616035309,2,Regular
1666,199,3.0,0.0,40.80529775700631,2,Regular
1667,169,0.0,1.0,64.67059668166745,4,VIP Explorer
1668,138,0.0,1.0,40.74750158463883,1,Regular
1669,107,0.0,1.0,33.57337807779564,1,Regular
167,199,3.0,0.0,31.695998530424987,2,Regular
1670,77,0.0,1.0,58.1138689999323,1,Regular
1671,46,0.0,1.0,73.19606785116981,4,VIP Explorer
1672,16,3.0,0.0,22.355308655827532,0,Low-Value Loyal
1673,15,0.0,1.0,73.065328576575,4,VIP Explorer
1674,14,0.0,1.0,62.04097871664248,4,VIP Explorer
1675,13,3.0,0.0,55.427358892311084,0,Low-Value Loyal
1676,12,3.0,0.0,89.31466627856814,0,Low-Value Loyal
1677,11,0.0,1.0,44.22414409948852,1,Regular
1678,10,0.0,1.0,35.205765723149426,1,Regular
1679,9,0.0,1.0,69.97570428770642,4,VIP Explorer
168,169,3.0,0.0,26.730225131828604,2,Regular
1680,8,0.0,1.0,51.82627896894982,1,Regular
1681,7,0.0,1.0,38.226711254215985,1,Regular
1682,6,3.0,0.0,95.53170470287007,0,Low-Value Loyal
1683,5,0.0,1.0,97.69534404451356,4,VIP Explorer
1684,4,0.0,1.0,56.93574110335717,1,Regular
1685,3,3.0,0.0,93.92948089721837,0,Low-Value Loyal
1686,2,0.0,1.0,48.37021604876421,1,Regular
1687,1,0.0,1.0,75.2441347955694,4,VIP Explorer
1688,0,0.0,1.0,69.4885138421075,4,VIP Explorer
1689,361,0.0,1.0,26.32642333601284,5,Regular
169,138,0.0,1.0,79.23498819210228,4,VIP Explorer
1690,364,0.0,1.0,73.41033928903,3,At-Risk High-Value
1691,363,0.0,1.0,29.720094641852118,5,Regular
1692,362,0.0,1.0,60.91503357100526,3,At-Risk High-Value
1693,361,0.0,1.0,75.2671375197052,3,At-Risk High-Value
1694,360,0.0,1.0,88.61089644700492,3,At-Risk High-Value
1695,329,3.0,0.0,67.65620916451577,2,Regular
1696,301,0.0,1.0,93.74787880665629,3,At-Risk High-Value
1697,270,0.0,1.0,68.49560111011543,3,At-Risk High-Value
1698,240,3.0,0.0,86.98571560196224,2,Regular
1699,209,3.0,0.0,41.39199619115017,2,Regular
17,63,3.0,0.0,36.18663474148314,0,Low-Value Loyal
170,107,0.0,1.0,30.08154903360919,1,Regular
1700,179,3.0,0.0,67.14968327182079,2,Regular
1701,148,0.0,1.0,70.6811809569622,4,VIP Explorer
1702,117,0.0,1.0,40.532114060786114,1,Regular
1703,87,0.0,1.0,82.43893388004176,4,VIP Explorer
1704,56,0.0,1.0,22.120730364019295,1,Regular
1705,26,0.0,1.0,19.888145047627813,1,Regular
1706,348,3.0,0.0,29.29463867968172,2,Regular
1707,347,0.0,1.0,86.33224716933294,3,At-Risk High-Value
1708,346,0.0,1.0,80.24003058542075,3,At-Risk High-Value
1709,345,3.0,0.0,58.70624956605891,2,Regular
171,77,0.0,1.0,24.640962365195563,1,Regular
1710,344,3.0,0.0,82.32057326367105,2,Regular
1711,343,3.0,0.0,58.837590292990946,2,Regular
1712,342,0.0,1.0,93.05673091254202,3,At-Risk High-Value
1713,341,0.0,1.0,87.49143726787649,3,At-Risk High-Value
1714,340,1.0,1.0,22.110146300250307,5,Regular
1715,339,0.0,1.0,71.55445355348235,3,At-Risk High-Value
1716,338,0.0,1.0,68.3531321568315,3,At-Risk High-Value
1717,337,3.0,0.0,47.50229934921419,2,Regular
1718,336,0.0,1.0,49.98524464299848,5,Regular
1719,335,0.0,1.0,95.76860088214791,3,At-Risk High-Value
172,46,0.0,1.0,34.35232336404119,1,Regular
1720,334,3.0,0.0,38.98982288188798,2,Regular
1721,333,3.0,0.0,84.1073177075419,2,Regular
1722,332,0.0,1.0,27.57568100804369,5,Regular
1723,331,0.0,1.0,50.442818561112524,5,Regular
1724,330,0.0,1.0,20.380863417576126,5,Regular
1725,359,0.0,1.0,72.30884466209938,3,At-Risk High-Value
1726,328,0.0,1.0,32.54995521267363,5,Regular
1727,300,3.0,0.0,27.689145772643432,2,Regular
1728,269,0.0,1.0,53.38546588315179,5,Regular
1729,239,0.0,1.0,47.21544936473703,5,Regular
173,16,0.0,1.0,66.43414411114857,4,VIP Explorer
1730,208,3.0,0.0,20.97714657919474,2,Regular
1731,178,3.0,0.0,22.06407694961524,2,Regular
1732,147,0.0,1.0,86.93518186922546,4,VIP Explorer
1733,116,0.0,1.0,49.86077802001619,1,Regular
1734,86,0.0,1.0,85.1459971345675,4,VIP Explorer
1735,55,0.0,1.0,97.78866266925736,4,VIP Explorer
1736,25,0.0,1.0,34.08195376587852,1,Regular
1737,317,3.0,0.0,62.13283054186086,2,Regular
1738,316,0.0,1.0,97.83531299608565,3,At-Risk High-Value
1739,315,0.0,1.0,61.315637108022095,3,At-Risk High-Value
174,15,3.0,0.0,45.661873332446355,0,Low-Value Loyal
1740,314,0.0,1.0,98.0591769280738,3,At-Risk High-Value
1741,313,0.0,1.0,21.107929753674398,5,Regular
1742,312,0.0,1.0,50.509962821817446,5,Regular
1743,311,3.0,0.0,79.00349630701108,2,Regular
1744,310,0.0,1.0,72.38741058828892,3,At-Risk High-Value
1745,309,0.0,1.0,63.07548185354627,3,At-Risk High-Value
1746,308,3.0,0.0,26.13556169091497,2,Regular
1747,307,3.0,0.0,43.490600464815266,2,Regular
1748,306,3.0,0.0,23.697158718718295,2,Regular
1749,305,0.0,1.0,93.01389156022162,3,At-Risk High-Value
175,14,0.0,1.0,33.3027426327364,1,Regular
1750,304,0.0,1.0,70.48983125318968,3,At-Risk High-Value
1751,303,0.0,1.0,85.1974212589519,3,At-Risk High-Value
1752,302,0.0,1.0,39.80358258410743,5,Regular
1753,358,0.0,1.0,29.70659022218703,5,Regular
1754,327,3.0,0.0,27.452040205430027,2,Regular
1755,299,0.0,1.0,92.03853460972176,3,At-Risk High-Value
1756,268,0.0,1.0,19.57116360337817,5,Regular
1757,238,3.0,0.0,55.42326930448895,2,Regular
1758,207,3.0,0.0,94.15961640159287,2,Regular
1759,177,0.0,1.0,56.442247076962225,5,Regular
176,13,0.0,1.0,86.46843265749924,4,VIP Explorer
1760,146,0.0,1.0,57.3360268927453,1,Regular
1761,115,0.0,1.0,43.546422086041595,1,Regular
1762,85,0.0,1.0,94.37826590510815,4,VIP Explorer
1763,54,0.0,1.0,41.78286315620363,1,Regular
1764,24,3.0,0.0,91.96897047841962,0,Low-Value Loyal
1765,289,0.0,1.0,55.51853594956608,5,Regular
1766,288,0.0,1.0,87.69355559146304,3,At-Risk High-Value
1767,287,3.0,0.0,54.924047408553584,2,Regular
1768,286,3.0,0.0,89.58072157613896,2,Regular
1769,285,0.0,1.0,44.8325742906915,5,Regular
177,12,3.0,0.0,80.1923790674727,0,Low-Value Loyal
1770,284,0.0,1.0,75.91050364145282,3,At-Risk High-Value
1771,283,0.0,1.0,23.313894379650918,5,Regular
1772,282,0.0,1.0,81.88488940213004,3,At-Risk High-Value
1773,281,0.0,1.0,33.80267063728911,5,Regular
1774,280,3.0,0.0,92.94825989995144,2,Regular
1775,279,0.0,1.0,77.39323183142143,3,At-Risk High-Value
1776,278,0.0,1.0,47.034823768497496,5,Regular
1777,277,3.0,0.0,64.35236127729236,2,Regular
1778,276,3.0,0.0,44.69765872935297,2,Regular
1779,275,0.0,1.0,94.07807503664202,3,At-Risk High-Value
178,11,3.0,0.0,41.440511297575924,0,Low-Value Loyal
1780,274,0.0,1.0,61.8251997333268,3,At-Risk High-Value
1781,273,0.0,1.0,80.79576008729299,3,At-Risk High-Value
1782,272,0.0,1.0,33.12843783053379,5,Regular
1783,271,0.0,1.0,87.00352796471164,3,At-Risk High-Value
1784,357,3.0,0.0,48.59383893604044,2,Regular
1785,326,0.0,1.0,31.21425766650313,5,Regular
1786,298,0.0,1.0,28.38659175407496,5,Regular
1787,267,3.0,0.0,34.327855349592134,2,Regular
1788,237,3.0,0.0,37.69971897350574,2,Regular
1789,206,0.0,1.0,40.39569095606997,5,Regular
179,10,3.0,0.0,42.85911191063921,0,Low-Value Loyal
1790,176,0.0,1.0,34.15372754738146,5,Regular
1791,145,0.0,1.0,25.589861926555173,1,Regular
1792,114,0.0,1.0,97.32079669717446,4,VIP Explorer
1793,84,0.0,1.0,59.22792744240136,1,Regular
1794,53,3.0,0.0,91.74322516617737,0,Low-Value Loyal
1795,23,0.0,1.0,40.76291734261964,1,Regular
1796,258,0.0,1.0,20.410225618280208,5,Regular
1797,257,3.0,0.0,34.616312516707545,2,Regular
1798,256,3.0,0.0,34.33449307564559,2,Regular
1799,255,0.0,1.0,82.92787439465233,3,At-Risk High-Value
18,62,0.0,1.0,37.83980040257408,1,Regular
180,9,0.0,1.0,31.714733680433643,1,Regular
1800,254,0.0,1.0,48.12289648676821,5,Regular
1801,253,0.0,1.0,57.91717564335966,5,Regular
1802,252,0.0,1.0,57.181737966563134,5,Regular
1803,251,0.0,1.0,96.65268142319887,3,At-Risk High-Value
1804,250,3.0,0.0,96.54696331014675,2,Regular
1805,249,0.0,1.0,41.470574976547816,5,Regular
1806,248,0.0,1.0,60.68713118371057,3,At-Risk High-Value
1807,247,3.0,0.0,68.01261093067392,2,Regular
1808,246,0.0,1.0,45.70834380615784,5,Regular
1809,245,0.0,1.0,70.6840022480477,3,At-Risk High-Value
181,8,0.0,1.0,81.64327615996909,4,VIP Explorer
1810,244,3.0,0.0,99.36351047860894,2,Regular
1811,243,0.0,1.0,27.46295396352348,5,Regular
1812,242,0.0,1.0,76.47590159852565,3,At-Risk High-Value
1813,241,0.0,1.0,62.9680262140976,3,At-Risk High-Value
1814,356,0.0,1.0,61.8841831190411,3,At-Risk High-Value
1815,325,0.0,1.0,92.94706608287633,3,At-Risk High-Value
1816,297,3.0,0.0,71.99966092855833,2,Regular
1817,266,0.0,1.0,79.54518288091822,3,At-Risk High-Value
1818,236,0.0,1.0,27.22206357139925,5,Regular
1819,205,3.0,0.0,39.17952847570584,2,Regular
182,7,0.0,1.0,60.525495810899976,4,VIP Explorer
1820,175,3.0,0.0,85.07503460484808,2,Regular
1821,144,0.0,1.0,93.9270419454232,4,VIP Explorer
1822,113,0.0,1.0,53.7458407211245,1,Regular
1823,83,0.0,1.0,84.47300047904979,4,VIP Explorer
1824,52,0.0,1.0,49.81301158651564,1,Regular
1825,22,0.0,1.0,46.544634193625846,1,Regular
1826,228,3.0,0.0,74.45312124081954,2,Regular
1827,227,0.0,1.0,58.99656833432467,5,Regular
1828,226,0.0,1.0,35.40846604026623,5,Regular
1829,225,3.0,0.0,79.12606848708704,2,Regular
183,6,0.0,1.0,96.38527138190348,4,VIP Explorer
1830,224,3.0,0.0,95.60882802581064,2,Regular
1831,223,0.0,1.0,80.65456180688749,3,At-Risk High-Value
1832,222,0.0,1.0,70.89481062506266,3,At-Risk High-Value
1833,221,0.0,1.0,29.709627266223055,5,Regular
1834,220,0.0,1.0,52.086779403564265,5,Regular
1835,219,0.0,1.0,34.3757583262341,5,Regular
1836,218,3.0,0.0,74.35475269163192,2,Regular
1837,217,0.0,1.0,52.14874428587664,5,Regular
1838,216,0.0,1.0,78.51249936132427,3,At-Risk High-Value
1839,215,3.0,0.0,23.933761850514752,2,Regular
184,5,0.0,1.0,28.83868458522647,1,Regular
1840,214,3.0,0.0,78.70794539701103,2,Regular
1841,213,0.0,1.0,98.03310657557013,3,At-Risk High-Value
1842,212,0.0,1.0,57.1468682957478,5,Regular
1843,211,0.0,1.0,78.8259506957799,3,At-Risk High-Value
1844,210,0.0,1.0,75.37864831052414,3,At-Risk High-Value
1845,355,0.0,1.0,25.08937374800243,5,Regular
1846,324,3.0,0.0,77.62480670015798,2,Regular
1847,296,0.0,1.0,52.72663834972584,5,Regular
